user,ascore,threat
AAB0754,0.0041057766931386075,1
AAN0077,0.1186926770613499,1
AAR0994,0.11390380716367154,1
AAW0103,0.09944842044969554,1
AAW0295,0.0900217246938963,1
ABC0586,0.11215255772758326,1
ABM0032,0.07715188646314364,1
ABM0513,0.13896399408271248,1
ABM0964,0.13371096818255368,1
ABW0466,0.06371649393395351,1
ABW0673,0.07794898767203728,1
ACC0913,0.10864727301632388,1
ACE0265,0.12688894397775596,1
ACH0644,0.10183183897653936,1
ACJ0895,-0.006706128656557064,-1
ACL0394,0.0712554668606416,1
ACM0985,0.13794781667334127,1
ACW0870,0.01887902844012712,1
ADC0007,-0.13615126642047948,-1
ADF0724,0.1388828621261326,1
ADG0418,0.10275665154724462,1
ADR0014,0.027957376891138197,1
ADR0362,0.09581927809855367,1
AEA0062,0.12788653009172574,1
AEW0634,0.10810259607069594,1
AFM0640,0.10109365840243295,1
AGC0733,0.12734776770457068,1
AGD0524,0.11853050286633876,1
AGG0161,0.03400285706236805,1
AGH0766,0.04307030039296228,1
AGP0775,0.135273656141294,1
AGR0470,0.07698148855410436,1
AHB0110,0.13085798626207767,1
AHM0302,0.04509803727150535,1
AHS0228,0.1185219842181926,1
AIG0731,0.12127591451541264,1
AIR0116,0.107944098450526,1
AIR0197,0.09083399426438593,1
AIR0578,0.09315323649500556,1
AJA0979,0.10429845835612706,1
AJB0408,0.0661466208536336,1
AJD0939,0.08857599171525404,1
AJG0522,0.12016005897158305,1
AJH0366,0.09684969036120167,1
AJQ0376,0.030587076468406305,1
AJR0231,0.09739131716563248,1
AJS0762,0.04637972474145152,1
AJY0801,0.10972888290682359,1
AKC0675,0.06631251828556578,1
AKG0669,0.1041911824046946,1
AKM0135,0.10567776794367473,1
AKT0159,0.10816180054960706,1
AKW0035,0.01474925404904115,1
ALC0100,0.01896665385484886,1
ALD0521,0.12994350142016808,1
ALP0547,0.07446767131678056,1
ALS0156,0.08581411058007071,1
ALW0850,-0.018301462874936725,-1
AMC0346,0.11846421967835885,1
AMM0480,0.1351049679180708,1
AMN0312,0.09055160245873917,1
AMO0440,0.09363876532220466,1
AMR0656,0.13526778282380325,1
AMT0348,0.09553373494212647,1
AMT0554,0.08754683354701848,1
AMV0189,0.09094228144076688,1
AMW0097,0.13053118302037447,1
AMW0706,-0.001645787040420288,-1
ANC0916,0.10124557896931952,1
AOA0515,0.11407885042394617,1
AOD0066,0.08551490597270256,1
AOH0490,0.12793396831349985,1
AOM0294,0.10836489869563665,1
AOP0898,0.09377006775051383,1
APH0382,0.08280883441917775,1
ARC0773,0.03779409061657035,1
ARD0789,0.10906841420341895,1
ARH0777,0.13975396099093773,1
ARH0997,0.11402297995119964,1
ARS0171,0.0004548976586632447,1
ARS0594,0.1117697568985912,1
ARV0481,0.1141229085635384,1
ARW0201,0.038161435825259826,1
ASB0335,0.06690127391658679,1
ASC0678,0.10710790619142796,1
ASH0413,0.07169528586626484,1
ASS0982,-0.10554255167625104,-1
ASV0051,0.127507666955047,1
AWB0853,-0.035214444881623286,-1
AWH0846,0.07914421838797059,1
AWM0042,0.029505269843531967,1
AWN0988,0.10037684971502986,1
AWR0932,0.09530127766750329,1
AWW0784,0.13107615924570093,1
BAA0151,-0.07569469635821324,-1
BAB0315,0.10181323751613808,1
BAM0689,0.05875048990410531,1
BBB0904,0.11100590086071371,1
BBD0164,0.07717011081620267,1
BBS0744,0.09759862405673525,1
BBT0357,0.10515640233617007,1
BCB0629,0.09590273329353655,1
BCE0039,0.11639900448255147,1
BCH0694,-0.0016073194099720522,-1
BCM0195,0.11257169887738028,1
BCM0290,0.07463815664080437,1
