user,ascore,threat
AAN0077,0.0882378103255485,1
AAW0103,0.0882378103255485,1
ACE0265,0.0882378103255485,1
ACL0394,0.0022471397066681775,1
ADR0362,0.0882378103255485,1
AEA0062,0.0882378103255485,1
AGD0524,0.0882378103255485,1
AGP0775,0.0882378103255485,1
AHS0228,0.0882378103255485,1
AJB0408,0.0882378103255485,1
AJH0366,0.0022471397066681775,1
AJQ0376,0.0882378103255485,1
AJR0231,-0.2443033767343109,-1
ALC0100,-0.18153951038604754,-1
AMR0656,0.0,1
AMW0097,0.0882378103255485,1
AOD0066,0.0022471397066681775,1
AOP0898,0.0882378103255485,1
APH0382,0.0882378103255485,1
ARH0777,-0.17879866860535754,-1
ASH0413,0.0882378103255485,1
AWW0784,0.0882378103255485,1
BBB0904,0.0882378103255485,1
BCP0247,0.0882378103255485,1
BDS0396,0.0,1
BER0398,0.0882378103255485,1
BFM0101,0.0882378103255485,1
BGZ0902,-0.2786682577177161,-1
BIT0900,0.0882378103255485,1
BKA0340,0.0022471397066681775,1
BKA0532,0.0882378103255485,1
BMS0057,0.0882378103255485,1
BMT0903,0.0882378103255485,1
BNS0910,0.0882378103255485,1
BOK0261,0.0882378103255485,1
BPH0243,0.0882378103255485,1
BQK0526,0.0882378103255485,1
BRM0377,0.0882378103255485,1
BSH0402,0.0882378103255485,1
BSR0244,0.0882378103255485,1
BXJ0256,0.0882378103255485,1
BYN0338,0.0882378103255485,1
BZK0095,0.0882378103255485,1
BZV0067,0.0882378103255485,1
CAE0080,0.0,1
CBD0092,0.0882378103255485,1
CCG0255,0.0882378103255485,1
CEP0238,0.0882378103255485,1
CFR0653,0.0882378103255485,1
CGH0088,-0.17879866860535754,-1
CGP0271,0.0882378103255485,1
CHG0404,0.0882378103255485,1
CJG0059,0.0882378103255485,1
CJV0236,0.0882378103255485,1
CMS0535,0.0882378103255485,1
CPM0659,0.0,1
CQS0899,-0.24580831603496145,-1
CRL0906,0.0882378103255485,1
CSD0242,0.0882378103255485,1
CSW0531,0.0,1
CUM0234,0.0882378103255485,1
DHB0086,0.0882378103255485,1
DJG0393,0.0882378103255485,1
DJH0245,0.0882378103255485,1
DJM0094,0.0882378103255485,1
DJS0406,0.0882378103255485,1
DNS0397,-0.23484420448630083,-1
DRH0268,0.0882378103255485,1
DWC0525,0.0022471397066681775,1
DYB0399,0.0882378103255485,1
DYS0230,0.0882378103255485,1
EAD0651,0.0882378103255485,1
EBS0102,0.0882378103255485,1
EER0383,-0.19494830191533363,-1
