user,ascore,threat
AAN0077,0.04484998743696422,1
AAW0103,0.11480023546082879,1
ACE0265,0.16656544984863159,1
ACL0394,0.030387088029424136,1
ADR0362,0.1542547173595536,1
AEA0062,0.2019211013472545,1
AGD0524,0.20061846875838513,1
AGP0775,0.19051597714058738,1
AHS0228,0.19996911006359075,1
AJB0408,0.08120200547113987,1
AJH0366,0.11273198563258308,1
AJQ0376,0.174265381657234,1
AJR0231,0.13902902727803956,1
ALC0100,0.0078017390210674,1
AMR0656,-0.0036122429728014938,-1
AMW0097,0.09641564397115976,1
AOD0066,0.03226424722204979,1
AOP0898,0.17173843911314896,1
APH0382,0.06539207994588359,1
ARH0777,0.13606203443582804,1
ASH0413,0.017909017856746257,1
AWW0784,0.19996911006359075,1
BBB0904,0.10287743415751638,1
BCP0247,0.03885161317375352,1
BDS0396,0.03259677179657583,1
BER0398,0.08590402464559244,1
BFM0101,0.11784410707772253,1
BGZ0902,0.06432164478359204,1
BIT0900,0.1719814076938624,1
BKA0340,-0.017449707120285818,-1
BKA0532,0.12423485769925396,1
BMS0057,0.00025709237427629095,1
BMT0903,0.1668654510972825,1
BNS0910,0.17173843911314896,1
BOK0261,0.16656544984863159,1
BPH0243,0.15895705414281253,1
BQK0526,0.2019211013472545,1
BRM0377,0.17173843911314896,1
BSH0402,0.08430663320980114,1
BSR0244,0.1832146516246545,1
BXJ0256,0.052464312828655046,1
BYN0338,0.18959686057167324,1
BZK0095,0.14595000935006286,1
BZV0067,-0.0069295109448023195,-1
CAE0080,0.06423818380519775,1
CBD0092,0.15450487141299196,1
CCG0255,0.04377399741558052,1
CEP0238,0.12247517105181327,1
CFR0653,0.18158816945492107,1
CGH0088,0.08314497480879945,1
CGP0271,0.11743043316359736,1
CHG0404,0.09494900453895666,1
CJG0059,0.1293285990347009,1
CJV0236,0.17972563162080346,1
CMS0535,0.2019211013472545,1
CPM0659,0.022285860563208693,1
CQS0899,-0.11212285236725827,-1
CRL0906,0.17060356633677937,1
CSD0242,0.03402949358752583,1
CSW0531,0.10307471863265061,1
CUM0234,0.1836490765509443,1
DHB0086,0.04025341391904935,1
DJG0393,0.1603487028357929,1
DJH0245,0.1752154442771287,1
DJM0094,0.14595000935006286,1
DJS0406,-0.022337491197877424,-1
DNS0397,0.017060431198046344,1
DRH0268,0.10030524644832306,1
DWC0525,0.14090491843859732,1
DYB0399,0.019601058901424717,1
DYS0230,0.18725278610511825,1
EAD0651,0.15714287651589565,1
EBS0102,0.10253223380763099,1
EER0383,-0.01926350817614464,-1
EHK0070,0.052464312828655046,1
ERC0384,0.11114969601967417,1
ETK0783,0.20061846875838513,1
FED0275,-0.09286304679859991,-1
FKC0253,0.04025341391904935,1
FKF0235,0.1295719211340936,1
FML0505,0.20244504495574112,1
GAP0262,0.16656544984863159,1
GBM0381,0.07183516997473793,1
GFM0250,-0.03844524327159771,-1
GGK0375,0.17173843911314896,1
GGM0530,0.1399873458118137,1
GJP0098,-0.015208922561903315,-1
GOG0650,0.12641314945928306,1
GXB0655,0.1762198621414084,1
HBB0090,0.094824496030389,1
HBS0270,0.07427616740890874,1
HDH0266,0.061427394839266514,1
HGS0657,0.18158816945492107,1
HJB0227,0.1399873458118137,1
HKK0363,0.20061846875838513,1
HML0060,-0.03397528609281841,-1
HNW0537,0.13510540926790637,1
HOA0074,0.17972563162080346,1
HOJ0260,0.13014564169283588,1
HPL0787,0.017636977712305324,1
IAF0403,0.02152690637453447,1
INL0534,0.11941064120451789,1
IRW0076,0.1832146516246545,1
IUM0065,0.11576922285839253,1
IZR0263,0.09477442868213676,1
JAB0249,0.11306273084403701,1
JAF0755,0.1480426061618253,1
JCE0258,0.016921313496853885,1
JDD0087,0.010626135685431248,1
JEC0387,0.1739226009570662,1
JJL0257,0.08029962074052066,1
JKM0661,0.1752154442771287,1
JKR0239,0.18128909460662712,1
JLI0073,0.09620955142621979,1
JMB0781,0.08535394029928334,1
JMH0905,0.17589419469494205,1
JMT0232,0.1752154442771287,1
JNW0252,0.04540345539507373,1
JOH0068,0.03545437550227459,1
JPS0880,0.17060356633677937,1
JRG0089,0.15450487141299196,1
JSN0536,0.13807657970479836,1
JTB0079,0.15314911669901365,1
KAH0660,0.15583317249804812,1
KAP0237,0.05669471721253594,1
KCR0788,0.17885712055115321,1
KCS0267,0.11784410707772253,1
KDV0908,0.06613955124375381,1
KFS0225,0.20318868364142406,1
KMJ0392,0.10058909667164895,1
KRM0241,0.18128909460662712,1
KSM0099,0.0663099011352517,1
KTP0385,0.14729472789219972,1
KWH0391,0.039063721692123354,1
LAC0649,0.1762198621414084,1
LAH0778,0.13866136191983047,1
LAM0411,-0.008200146850099954,-1
LDC0229,0.11179869703951817,1
LEF0786,0.1354527312069282,1
LIP0370,0.12743538940477506,1
LJW0776,0.019291009846144846,1
LMH0373,0.20244504495574112,1
LML0259,0.16299978764799355,1
LNR0233,0.14965759441089183,1
LQD0409,-0.023964439986978725,-1
LTB0107,-0.025663082368133527,-1
LVL0958,0.1036040919931433,1
LWB0078,-0.024245500401487208,-1
MAB0064,0.18959686057167324,1
MAP0091,0.14197563778181804,1
MBB0251,0.15852371593923148,1
MCB0104,0.11480023546082879,1
MCL0405,0.07144894572608684,1
MHH0652,0.1649739298900471,1
MJH0083,0.03789924866538863,1
MKH0774,0.20244504495574112,1
MLG0658,0.11196370845270298,1
MPM0410,0.013086570757317006,1
MPO0663,0.15701475793044112,1
MRH0339,0.17060356633677937,1
MSB0359,0.050802540035998156,1
